Tweet,Sentiment
"My #little #minion hurt his eye :( #yaidenandbella http://t.co/vb7Ycnkj7A","negative"
"@CiscoVIRL still haven't received my download link and I was the one of the first to order :(","negative"
"@adidasNEOLabel how about me? :(","negative"
"@jkelly1995 oh no :(","negative"
"@SkullHaha no two kids :-(","negative"
"@tatiananobleza @dressingperfect free run pls :((( I want","negative"
"Nooo Jameees :(((((","negative"
"Wtf Parks and Rec is doing 2 episodes a week for its final season? What a shit send-off, NBC. >:(","negative"
"Every joint in my body is competing to cause me as much pain as they possibly can :( #HMS #EDS","negative"
"#votesuperfruit It's 4;30 pm here time to eat my snack! BUT I DONT WANNA GET UP AND STOP VOTING ':(","negative"
"It's too early to be dying :(","negative"
"I'm so tired of my phone cracking :(","negative"
"@NICKIMINAJ when you coming to Chile? I want to meet you :( #ThePinkprint","negative"
"Goodnight bc school tom bye Twitter :( see ya tomorrow btw I love Lashton @Luke5SOS @Ashton5SOS http://t.co/mKeiugEOx9","negative"
"Honey :( https://t.co/5epgS33W0P","negative"
"“@Shadyy_acee09: So much to doooo” :((","negative"
"We know there's a slight chance that you'd notice us ina, but we are trying. :( @happeesy @mEdsz @evangelinism_ @byundaji","negative"
"@RinseWashRepeat nope I forgot to fit it in the tweet :(","negative"
"*As i boil cold water from the fridge. jhust to take a bath. :(","negative"
"@benmadermusic I'm sick :(","negative"
"Bag's spoiling :( noooooo my precious","negative"
"@bluffjackwangx Omg, my poor heart. T.T But I gotta admit, they look good together. :(","negative"
"@JayGooner1 sorry :(","negative"
"SomeTimeS YeW Miss the MemOrieS Not the person...:-(","negative"
"@JessicaCapshaw How I would like to see an your new selfie, is a long time that you don't post one... :(","negative"
"@FixYourEq why are you sad? :(","negative"
"is vixx attending mama :-(","negative"
"Home alone :(","negative"
"@baca_bagger @CityofRegina @JohnGormleyLive I know! Having lived in N.Battleford I watched the battle in #yxe with busses past few years. :(","negative"
"@katrequizoo WTF THE PICTURES SOBRANG NENE :( Hahaha thank you so so much, babe!!! I love you!!! YES for sure 😁","negative"
"Got some terrible news this morning: a couple friends were hit by a drunk driver the other night. One is dead, the other in the hospital :-(","negative"
"@Khyme oh noes :(","negative"
"my snapchats never send in the right order :(","negative"
"who cares if my stomach gonna blew up right now :(","negative"
"Missing you :(","negative"
"Most fanfics are srsly pathetic :-(","negative"
"I miss you :(","negative"
"@2hellsbells @darshvadar @XxSTEVIECEExX yes it's a medicinal beauty this chest isn't shifting tho I'm gonna have to go quacks :(","negative"
"@AkhauriManisha hahaha I would love to but shipping is a pain :(","negative"
"@hayiyee mager :(","negative"
"Ggfied casualty tonight :( injuries...","negative"
"At least they recognize they ruined the last episode.. :( #TheWalkingDeadRescueMission #TheWalingDead http://t.co/BxSBFRM373","negative"
"@tata_jkt48 Good Nite :(","negative"
"@SamTheTechieMan eek. Sorry :(. Hopefully it’s the fiber uverse. My neighbor has their non-fiber 1Mb/128kbps tier. It’s like dial up.","negative"
"Waiting on jose to bring me a hair tye :(","negative"
"@justinbieber followww me :( #MTVStars Justin Bieber","negative"
"@TsyaFarin_ why u gonna be so rude :( dont u know fariquee human too ?","negative"
"Goodness me this weather is crazy :-(  I might as well work from home tomorrow! @ TU Eindhoven http://t.co/iHhp5KU2kJ","negative"
"@yodanielleee YOUD WAKE UP SAD TOO OKAY :(","negative"
"@jchanfive5 ano prob . chan .? :(","negative"
"@DearJackOf  studio :(","negative"
"@the1975 @DirtyHitRecords it's freezing outside :(((","negative"
"@louvercurls is it? :-(","negative"
"I have been working really hard this year, being a good girl and what do I get on the first day of Christmas......... Dr. says Pneumonia :-(","negative"
"@__TheKnowing I don't even know I haven't read the interview I don't want to :(","negative"
"@StereoKicks I wish I could meet you, so bad :(((( ILY, come to Brazil soon!!","negative"
"Awww. ""Dawn will come"" isn't the cast singing. That version is better, more stirring, than soundtrack version. :(","negative"
"""@ILuvGoddessDara: I cant accept that 2ne1 is not the best female group specially this year :(("" wlang susuko.. 20% lng nman ung voting eh","negative"
"@imyourqui quin!!!!! Huhu I won't see you guys sa sat :(","negative"
"Today is the day :(","negative"
"@MsGraceMarieLA @_LadyBellatrix_ female ejaculation now too?!! This whole thing is farcical :(","negative"
"@XxJKs_ i thinks nopeee . Colouring miss someone else i think . Mhehehhe hm :(","negative"
"5 shots fela. She needs to think bigger. Bottles of the good stuff :"") “@Pholo_M: Khanyi is phandaring booze with my picture :(”","negative"
"It's raining like crazy and I have to walk to my classes :(","negative"
"Girlfriend o party. :(","negative"
"@kejbam1895 kej, do you have another link HD ? :(","negative"
"I have broken a promise n am feeling very heavy inside :(","negative"
"@ajejelicano I wish I had time. :(","negative"
"Left my hookah outside in the rain :((((","negative"
"@abusaleh_hana @iamTallat @shahrukh9899 @iamamna20 @iamsrksnoor are you sad tallat :( ?","negative"
"Cass isn't in school tewday :-(","negative"
"@_pikachv pahahaaa.. you dont look 16 btn! more worried about the precious 10 minutes though! :(","negative"
"@JayyLacye im really trying lmao :(((","negative"
"@KimVandel For the record, I'm kinda in love with Jackson. Like a lot. #ProbablyMeansHorribleThingsForHim #MyFavorNormallyDoomsCharacters :(","negative"
"Moving on is a b*tch! And its very hard :(","negative"
"@FirdausSyazwani i just don't get it :( WANNA TEACH ME","negative"
"@TheMattEspinosa i wanna know what you smell like :(","negative"
"@adriannamcgee18 yes, but my bank account is moving down :(","negative"
"@skullhong be on mama and get them awards!!!!!!!!!!!!! :(","negative"
"@Mxrcus3 I'm being serious. :-(","negative"
"am dreading these masteps :(","negative"
"Lost my damn nuvaring :(","negative"
"Leo keeps crying :(","negative"
"@purehmvCA awww that's too bad :(","negative"
"@schajoey hihihihih. hi sayang! belum :( . what about you? done already?","negative"
"haaay, motivation to actually finish this course please :( :( :(","negative"
"@Samanthaprabhu2 much awaited for u.... :(","negative"
"when you force convert your music from flac to mp3 to fit itunes but can't get the album cover for it because apple is just that shit :(","negative"
"@Real_Liam_Payne @NiallOfficial just follow mee and it'll be the biggest present i'll ever had :(","negative"
"@vdwyerr heyy are you going to be putting up the group photo from the ny show on your blog? I see 11/28 & 12/1 but not 11/29 :(","negative"
"I want you right now!!!! :( http://t.co/kmMtnOhg2Q","negative"
"My leg is killing me :(","negative"
"@KittMortensen They are very cute, aren't they? I would love to but I have so much homework :(","negative"
"@_niamhbroad_ Yea I know what you mean phone without emojie :( boring thanks for the follow great day!","negative"
"@NokiaUpdate So sad, its not Nokia Lumia anymore...  :(","negative"
"@MariAugustine Good. Glad to hear it. Hope you feel better soon. :(","negative"
"@lucentstarlight @miguelabiog I was about to say that :((((","negative"
"I LOVE YOU SO MUCH BIEBER ★ YOU MY IDOL ♥ YOU ALWAYS BE HAPPY AND SMILE ♥ FOLLOW ME PLEASE :( ♥ @justinbieber ☆★ X29","negative"
"@alistermk @ko__nani Oh 'tis true,it is known :(","negative"
"I find Jock characters really obnoxious but this kinda broke my heart :(","negative"
"#cbkind shout out to @CharissaLHaney who continues to be committed, creative, and innovative even as she prepares for retirement  :-(","negative"
"Get well soon please :( please ya Allah ;(","negative"
"@MsWeera abhi toh still traveling back home, jayenge tab pata chalega :(","negative"
"Why does Christmas have to be so expensive :(","negative"
"@IndiaJaneLondon shame your 15% discount on christmas decorations is not available on line as well :-( 🎄","negative"
"@Michaeldnato I was trying to find old photos but it wouldn't let me gp farther :(","negative"
"@djguillyd ik but I might not be able to go to the village :(","negative"
"@eyelovegaga I've been listening to these songs with that mindset ever since i heard rock show, ugh it's so unfair :(","negative"
"can this day end :(","negative"
"Mid-term exams coming !!!Super confused how to get the heck of it !! :(:(:,(:,(","negative"
":( More big Pharma real-life horror stories. Who are the REAL ""drug dealers?"" http://t.co/o8WGLkCX4w","negative"
":((( that's the hardest part ""@NDIGUN: Tips menulis:selesaikanlah.""","negative"
"Whenever I go out with chels, I feel like I got hit by a semi the next day :( @wittlechelly864","negative"
"I wanna go Field Day so so so bad :( Been waiting to see DIIV for such a long time","negative"
"i love making endings but i don't like reading them :(","negative"
"But im in chemistry right now. And I had pre calc. No language today :(","negative"
"I wanna win this XFACTOR m&g so bad but I know I won't :(","negative"
"@ElyarFox i love you very much but i'm sad because i never see you :(","negative"
"@BigInkdArcher what the fae?!!! :-( #lostgirl","negative"
"@justinbieber follow me please :( #MTVStars Justin Bieber","negative"
"@frazer_182 ah not good mucks !!! :( see you Saturday tho ;)","negative"
"@MarkThompson125 they are :( until then so my love 💜💜 ps I want a key ring xo","negative"
"@elizabethzen @noelieululanib @prwatch :( Precious Seeds","negative"
"@Grammyless you can post that all you want. It won't make Azealia relevant :(","negative"
"Hi Good Evening !             I really Miss Her :( Peru dli ko mo Give-up ky tungod rapud nmu na Positive looking forward ko","negative"
"Dolor :(","negative"
"I want a ferret :(","negative"
"Im too weak for this problem :(","negative"
"@AtkinsCeilin yes ! I have just accepted i will fail :((","negative"
"@MCeeP :( Better soon.","negative"
"back at college tomorrow (:(","negative"
"@Bharper3407 @UABaseball my son likes these, but he is young enough that a molded cleat is mandatory :(","negative"
"Only after watching this weeks @TheWalkingDead real tears were shed 😭😭 #notbeth #RIPBeth :(","negative"
"@uniicory yeah bc its stupid :( idk if i like it","negative"
"I wanna stay home looking ugly and watch TV.  Can I do that for once :(","negative"
"@NICKIMINAJ why isnt Bang Bang in the album?! :(( #ThePinkprint","negative"
"At the vet with my dog. :(","negative"
"goodmorning :( i lost my earphones but","negative"
"Craving oxtail and plantain :(","negative"
"Feel rough as toast :(","negative"
"Not feeling too fabulous today - praying i'm not getting ill :(","negative"
"That bummer moment when ur having a really good dream and have 2 wake up... :(","negative"
"still dont have a christmas layout :(","negative"
"@IzetiNas eyyy. mne ade.. :(","negative"
"@itsnicoleehoe get your ass to school :(","negative"
"Guys that new Wu-Tang album isn't very good :(","negative"
"that means Resham did that attack on salim!! :( #JA","negative"
"@DBoguszewicz but it's free only for today :(","negative"
"@_nnblhesa haha I don't think so. Maybe one of them doesn't like me :(","negative"
"I JUST WANNA SIT AT HOME AND PLAY THE CREW BUT INSTEAD I'M BEING CUT OPEN AND HAVING THINGS REMOVED. :(","negative"
"sigh idk what shoes to buy for work :-(","negative"
"@lookatchuuuu right :( she just don't understand","negative"
"i'm sick :(","negative"
"Visit me U tlohelle ho nahana ka thata @katzmody: I am beginning to hate being all alone in this room. Kenahanisa ka thata. :(","negative"
"My hats off to you !! very seldom I notice this nowadays ... :( http://t.co/qjB4znh2PZ","negative"
"@FiletOhPrincess basket. Dont know how reply me :-(","negative"
"I dont want you to be so famous like the others :( I would feel like there's really an infinite distance between us even more :( @asabfb","negative"
