@relation 'data'

@attribute Sentiment {negative,positive}
@attribute SentimentText string

@data
negative,' 4 more minutes of lunchtime left, bad times. But my @jonasbrothers album has arrived. Yay.'
positive,' Good Night ! Okay, I got really nothing to say.'
positive,' Good night! Arrgghhhh 5-2 B.P. Do work boys!'
positive,' good to hear from you'
positive,' good weekend'
negative,' Goodbye CWG of my life.'
negative,' goodbye hair length'
positive,'- goodnight  ! math&amp;spanish finals tomorrow. spanish should be easy. woo.'
positive,' gooooood morning my twitter friends!  Have a nice sunday'
positive,' Gossip girl tonight!!!'
negative,' got burned really bad due to constantly being too wet to reapply sunscreen'
positive,' Got Escala new album now.  Ts very good'
positive,' Got new photoshop magazine but I need my Dad portable CD drive to use the CD with the pics on it D: I think I stuck there tomorrow'
negative,' got sunburnt today. another day in paradise! been for 2 swims in the ship pool!'
negative,' got to work at 7:00am! ughhhh longgg day ahead of me!'
positive,' gotta love her. glad she had fun. looking forward to the beach w/ her!'
negative,' Graveyard charged my card twice (one correct total, one random amt) from last night #atltweet tweetup. Check your accounts!'
negative,' great  just fucking great'
positive,'- Great day people-watching in Berkeley with my bro  I love him.'
negative,' Great Falls Tribune story  only talks of scouts in title. Story theme is Be prepared when back country  traveling. http://bit.ly/8cRXR'
negative,' great my dad locked himself out of his car n its on... N we are 5 hours from home'
positive,' great nite'
positive,' Great tights, good outfit! http://lookbook.nu/look/160916'
negative,' great, got to do a fake presentation on explaining how an operating system can be viewed as an event driven application, i dont get it :S'
positive,' Great.  ? http://blip.fm/~7df6m'
negative,' Great...rosie was sooo close to getting her long overdue osie daybut now has to wait.....til another day...sadness'
negative,'- grr youe changed. i don like it. you haven called me momo in a week'
negative,' grrrrr. why can they just go away for like 2 days! haha. this is stupid. i have to pack for mexico, bye! =]'
negative,' gud bye laptop!! damn!!my mom will confiscate my laptop on june 23!!( soo saadd!!'
negative,' guess it gonna be a lonely night for me.. Someone save me please!'
negative,' guess who im missing'
negative,' gutted i hope it comes soon !'
negative,' guys are pricks. gonna have an early night and cry til i fall asleep. fuck you all.'
negative,' h dont know who to go to teh movies with Sir. Lolz alot ^o^'
positive,' had a good night, love my best buds in the world!!! adamcheeeserosie'
positive,' had a Really good night!!! Stoked for things to come!!!'
positive,' had an ok day. it went by fast.'
negative,' Had to buy a pair of wellies. Still in denial that it gonna rain at Download.'
negative,' had to buy corney ass capri&quot;s ughhhhhhhhhhh now im hungry'
negative,' had to cancel a great day I had ahead of me today.....'
negative,' had yo come home early cos i ran out of money I WANT A FUCKING JOB AND THERE NONE OUT THERE FUCK FUCK FUCKITY FUCK FUCK'
positive,' hah! @jonloverobot that was awesome. just listened to you. pretty cool!  i love for crying out loud.'
positive,' haha I really did and I about to call music unlimited tomorrow for  Simon..tryin to be like ROD ;)'
negative,' 6........tomorrow  a new day...'
positive,' 63/100 for my MSC120 Assignment that was incomplete!!!! Relief'
negative,' a baby fell flat on his face and started bawling because of me  forgot that he is wobbley!'
negative,' A doctor who performed late-term abortions in the US, was shot in his church http://twitzap.com/u/jiQ'
negative,' a kid at my school got an internship at a photography studio... im going to sleep, today was very stressful and depressing..'
negative,' About to leave Newcastle ):'
positive,' actually I might be crazy ause I love my job.'
positive,' actually quite happy toady. apart from the agony all over my body, and not being able to go outside :L done some revising so all gd '
positive,' ah belhblehbleh the familys watching a moviee and yes imm beingg a computerr nerd :p and i wish jerkface would wake up onee daaayyyy!!!!'
negative,' ah I can stop crying I hate seein my dog having attacks'
negative,' ah well im sure wel be fine'
negative,' ahhh I have no more tissues and I look like a blow fish from crying.....ahhh I stressed the fuck out'
negative,' ahhh this sucks'
negative,' ahhhhh this is the worst thing to ever happen to me'
negative,' ahhhhhh supernatural S4E22 is finished!!!! I like to watch Season 5 now. make the season 5 already con!!!'
negative,' alex gaskarth is so amazing and to shop with him would be great. but nooo we have to go to the movies to go see stupid hannie montannie!'
negative,' All I want to do is watch an awesome new (to me) show, and the internet mocks me. Oh, it mocks me hard. Suck it, internet.   '
negative,' all my bestfriends are leaving!'
negative,' all my friends seem to be with kittens or eating ice cream. this monday is for the birds.'
negative,' all my texts were deleted by landi :/ i miss certain ones a lotttt'
negative,' all my work is completed and i passing everything. now all i have to stress over is exams. u.s. one tomorrow.  &lt;33 4 days.'
negative,' all that carpet cleaning for nothing... the carpets smell bad now at the old house. We have to call a carpet cleaner.'
negative,' all the firends i make in the airport has to leave before i do...'
negative,' all the messages i saved in my voicemail box are gone! Now i have nothing to listen to..'
negative,' alllways raining in aberdeen here i come sunnnnshine'
positive,' alright back onto being bored. going to bed any time soon, have to get up early.'
negative,' am I a loner?'
negative,' Am racit...'
negative,' Am wondering why riendsare telling me me to shut it - when actually i have barely said anything...'
negative,' amy hit me cos i call her drink lady'
negative,' and a shocker for those who left sytycd tonight. One run cut too short.'
positive,' and hug@ladypn: &quot;Is there a waiting line to get into Club Blip? ;) &quot; ? http://blip.fm/~7d2a5'
positive,' and I dunno why but with you I dance in a storm in my best dress.'
negative,' AND maths exam tomorrow; just to make life even bettter....'
negative,' and our second flight is canceled.'
positive,'- Annnnnd @CarlaNix  website has LAUNCHED :: http://carlaynix.com :: Bookmark it &amp; check back often. Itinerary 2 b added soon!'
negative,'- another dbl shift tomorrow.. on Father day  which means: minimal time with gpa. the illest man ever :['
negative,' 2pm, lunchtime is over and da boss is back in town...'
negative,' 3.2 PTR possibly this week. That makes me a sad panda. I spent 4k gold total to level my enchanting and I won be able to farm titanium.'
negative,' 30stm playin at london tommorow &amp; only london in england'
negative,' 4 reallyy??? #PakCricket'
positive,'- 5 days to the musical  i gonna dance wow WOW wow it gonna be something like High School Musical ihihih xoxo Petia'
negative,' 60 followers NOW!  .....yesterday 62'
negative,' 68 new results in 5 minutes; replies for @DavidArchie.  Hel never get a chance to reply.'
negative,'- 8 DAYS TILL SCHOOL HOLIDAYS END'
negative,'- a bit depressed after checking the local weather forecast - 9 out of the next 10 days are forecasted to be rainy. The tenth is cloudy.'
positive,' a goodmorning back at cha @moovmnt'
negative,' a lot of hacks is garena server but the games there are fun'
positive,' a perfect weekend'
positive,' a pony clop-clopping down the hill (heard him long before i saw him). this would so not happen in Brooklyn barring a cop on horseback.'
negative,' adam ong, if ur reading this anywhere, i tried followin u back but twitter said ur page doesnt exist anymore?'
positive,' adorei zoffitcha hj... dps ponho foto no tpic. GOODNIGHT TWITTERS =]'
negative,' after next wednesday i wont be able to snuggle with lilly when i go to bed. she the BEST dog ever.'
negative,' After turning my fan club into a religion, it lost two members.'
negative,' again..cause india is definitely out.. =='
negative,' Ah well I having enough fun playing with 3.0 which I got LEGALLY. *Shakes his head at people who got it illegaly*'
negative,'-- ahhh! No, no, no...I do not have time to be sick this week! Go awwwaaayy! Bah! '
positive,' aint i supposed to be happy ...'
negative,' alas, my feet hurt from the trek home (no pun intended &gt;_&gt;)'
negative,' Alexa isn feeling well. Daddy went and picked her up from Gram house, and I heading out to take her to the doctors. Poor baby.'
positive,' all done., time to finally start shuting down'
negative,' all good things must come to an end.. bye bye Hamptons'
negative,' All i can say is DAM IT TO HELL!!!!!!!!!!!!'
negative,' all I have to say is sorry =\\ &amp;&amp; even though were still togther I feel so far apart...'
positive,' all smiles. im fairly hapy with what has happened yesterday, even though some other had to put a damper  on things *cough*'
positive,'- all the snow is gone... that didn take long...'
negative,' all this time i thought my electric blanky was turned on TURNS out it wasnt FAIL'
positive,' almost done wit the painting tired as crap. Sleep time.&quot;in love with u&quot;- ziggy marley and erykah badu'
negative,' almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin'
negative,'-- almost wishing i didnt volunteer to teach VBS this yr. i do need a break'
negative,' Alone and invisible'
negative,' aloneeeeeeeee'
positive,' also made a masterful roast dinner, followed by apple crumble! .. Yum need gym this week though!'
negative,' Alton towers with the school on Friday  although we need to leave at 5am'
positive,' am 200 updates in Twitter #stats'
positive,' am i too immature for a 16 year old? I just really like Ninja ponies..that have only 3 legs.'
positive,' haha. Someone i don even know made me laugh. ryan ross = win.'
negative,' hair looks dorky. Oh well.'
negative,' hand ball again by wynne.. Dc scores on penalty.. BS 3-3'
positive,' Hanging out with Steven Mohler on Sunday! ah :]'
negative,' hangover not good..'
positive,' happy birthday to me and mom! Why am i always the first one up? So here i am falling off the bed cuz someone is a bed hog'
positive,' happy face.'
negative,' happy hour ended! Bummer in the summer. I guess I have to ride my bike back to carson.'
positive,' happy that its sunny'
positive,' happy to see him'
positive,' happy with the way thing are goingg'
positive,' Happy, knowing my friends are still my friends.'
positive,' happy. spending time with mum'
negative,' harsh shisha'
negative,' has got no phone fr cupla days so facebook me (inbox) gt no laptop only ifone wf no sim x'
positive,'- Has Just Got Up &amp;+ Is Listening To Good Charlotte'
negative,'- has obvisously just lost the game yet again...'
positive,' has something very special in mind &lt;333'
negative,' hate my life..hate coming home..'
negative,' hates the fact that she has to work instead of going dress shopping with my cousin!!!'
negative,'- hates waiting and equally hates job hunting!'
negative,' have a headache...'
positive,' Have a Nice Day!'
positive,' have a nice day... cause i will!'
negative,' Have sooo much to revbise I don even get to go church. Boo to exams'
negative,' have to get up a 3:00am tomorrow'
negative,' have to take car to mechanic fml.  #talesfrmsurbs'
positive,' havent updated in forever'
negative,' havin a bad hair day ; an the weather is not helpin my mood at all !! ..'
positive,' havin fun my friend?'
negative,'- having a bad day !'
negative,' Having a terrible day, hope everyone else is doing better off than we are at the store.'
negative,' having the biggest thought right now'
negative,' having to get tooth pulled - on the bright side problem solved'
